,baryl2
476,0.00032996780136628146
477,0.0003268280896652271
478,0.00032142207275815955
479,0.00031675197673204197
480,0.0003116797611267294
481,0.00030656397273412837
482,0.0003006395687646301
483,0.0002950204713688305
484,0.000289941170938878
485,0.00028487991046859254
486,0.0002796209901586866
487,0.0002756434610351382
488,0.00026838767090754483
489,0.0002641072858229933
490,0.00025927213697176255
491,0.0002531801011620412
492,0.0002480646039433224
493,0.00024313420124459975
494,0.0002383668503470863
495,0.00023370911043999403
496,0.0002286749464220789
497,0.00022346096690504668
498,0.00021953218413702473
499,0.00021566816715373632
500,0.0002118957369773198
501,0.00020721760604097965
502,0.00020329486647591724
503,0.00020029156000650824
504,0.0001966559739765005
505,0.0001932395935455402
506,0.00019010813226282111
507,0.0001867941030472263
508,0.00018392414143646673
509,0.00018097178513079093
510,0.0001786176953273005
511,0.0001756958998405781
512,0.0001732735376780289
513,0.00016985638176124306
514,0.0001687386014967871
515,0.00016634545908447113
516,0.0001644905758880871
517,0.00016215349299704152
518,0.0001598828713840541
519,0.0001582991798276088
520,0.00015780665754077346
521,0.00015624000662188656
522,0.00015502773155615205
523,0.00015403263795292808
524,0.00015240901021156185
525,0.00015138932810999434
526,0.00014966652964726296
527,0.00014905232952211982
528,0.0001482700719985366
529,0.00014787706345232988
530,0.00014734711042269408
531,0.00014578608711551854
532,0.00014537276454607863
533,0.00014448816883910976
534,0.00014417894124449588
535,0.00014364797601290128
536,0.00014290062000829745
537,0.00014223469115080413
538,0.00014200406274293118
539,0.00014147271355384022
540,0.00014092602543435903
541,0.000139557573292024
542,0.00013943650359157369
543,0.00013902612524412117
544,0.00013757885245309817
545,0.0001373595183905353
546,0.00013689019155914357
547,0.0001355843501474108
548,0.00013637597841487862
549,0.00013519933435388813
550,0.00013369372714416237
551,0.00013310547911540133
552,0.0001316542445228876
553,0.0001311088393026727
554,0.00012990784374030436
555,0.00012906654402201678
556,0.00012731956750054128
557,0.00012642056353778173
558,0.0001252309864231928
559,0.0001242085372717928
560,0.00012308420744356106
561,0.0001223709619552531
562,0.00012075623816741262
563,0.00011875151517619847
564,0.0001181486999949665
565,0.00011588600896465001
566,0.00011454163059492011
567,0.00011260749764903273
568,0.00010998464397015125
569,0.00010852974333682344
570,0.00010776812921054832
571,0.0001044110511363279
572,0.00010240983188478404
573,0.00010030769947602837
574,9.814698274992535e-05
575,9.82160383860278e-05
576,9.502906635402853e-05
577,9.226988690515055e-05
578,9.036209699542927e-05
579,8.918024005706885e-05
580,8.76562298293396e-05
581,8.452983000781662e-05
582,8.255387692300729e-05
583,7.981377939292469e-05
584,7.799093414566461e-05
585,7.696429459021251e-05
586,7.488119020591748e-05
587,7.226653598418534e-05
588,6.976156757698724e-05
589,6.89612353309849e-05
590,6.842801535821144e-05
591,6.498923556781433e-05
592,6.356071336313367e-05
593,6.227249278555375e-05
594,6.0504334672356846e-05
595,5.898647077760379e-05
596,5.7850702584416064e-05
597,5.6245305204964506e-05
598,5.520277144371103e-05
599,5.40272262603398e-05
600,5.295064500741891e-05
