SampleID,ichorCNA
7-ZMC057,0.02177
6-ZMC071A,0.01136
6-MDGAAA16,0.01741
3-MQAAAA19,0.3859
8-ZMC046B,0.01438
1-HAAA31,0.09142
15-MDGAAB43,0.0
4-ZMC006A,0.006669
12-ZNAB09A,0.0
1-YCAB14,0.01085
3-ZMC005B,0.01157
2-HMAAAA16,0.1093
6-HAGAAA11,0.1814
7-ZIL105A,0.008167
10-ZNAB06A,0.03266
2-MUAAAA44,0.01012
6-ZTKL12B,0.006343
8-ZMC005,0.009836
8-ZIL106A,0.1004
1-ZMB602A,0.0
3-ZTKL09B,0.01072
4-HMAA08,0.05268
15-ZMB581A,0.007871
11-ZMH047D,0.00805
13-ZMH056B,0.01131
4-HAGAAA18,0.6829
11-ZNAB08A,0.01202
9-MDGAAB39,0.008224
1-QCAD47,0.007813
1-ZMC031,0.02332
10-ZMH047B,0.008121
9-ZMH047A,0.09913
13-UHAA49,0.009723
6-ZMC006C,0.01148
16-ZMG117B,0.006111
2-ZTKL05B,0.006043
5-HMAAAA27,0.2263
13-U3AA05,0.0
4-ZXG04,0.007333
11-MUGAAA01,0.0138
1-ZXG27,0.03638
4-Q3AA14,0.01048
14-ZMB576A,0.009934
16-ZMH021C,0.00901
8-MECAAA03,0.0
8-ZMG107A,0.009187
15-ZMH021B,0.009572
3-ZMG094A,0.01334
6-MDGAAA10,0.009918
10-UHAA47,0.005644
2-Q3AA09,0.04957
10-Q3AA48,0.008412
1-HAAA35,0.0563
13-ZMH010C,0.03138
15-ZMB576B,0.01081
5-MDGAAA17,0.01072
4-QHAA62,0.01587
14-ZMH021A,0.01304
1-MQCAAA02,0.005912
9-Q3AA05,0.3726
11-ZMH010A,0.03183
5-ZXG07,0.01305
6-MDAAAA13,0.008446
5-QHAA99,0.01439
7-HMAAAA06,0.008079
9-ZMH003B,0.007265
10-ZMH003C,0.01233
8-ZMH003A,0.0295
9-HHAA01,0.006109
12-KABF65,0.01007
4-KABB88,0.007559
2-KABF57,0.009412
5-KABA97,0.01027
5-ZTKL15A,0.01748
8-KABF11,0.0
13-MDCAAA11,0.01935
14-KABB30,0.007139
15-KABD50,0.009581
8-ZTKL04B,0.01259
3-KABF62,0.008716
13-KABC54,0.008805
6-ZTKL01B,0.08287
2-ZTKL16A,0.005948
3-ZIL01A,0.05004
1-KABF53,0.004817
10-KABF18,0.01075
16-ZMH062B,0.04932
7-KABE82,0.01501
12-QHAA87,0.02512
2-QCAF61,0.01197
11-KABF96,0.01545
5-ZMH054A,0.1831
3-MECAAA20,0.0124
1-ZTKL14A,0.01093
1-QCAE05,0.1558
3-HMAAAA30,0.007589
8-HHAA10,0.1544
6-HMAAAA19,0.006541
5-MEGAAA06,0.5088
9-HMAAAA05,0.08561
4-QCAC99,0.04644
6-MDGAAA36,0.2275
7-QCAB83,0.3317
5-ZMG002A,0.006456
1-ZMG058A,0.0
12-UCAA26,0.0889
16-MUGAAA02,0.008435
11-QCAB64,0.2118
12-MDGAAA24,0.008864
2-YCAA77,0.01294
1-MQCAAA48,0.01023
19-KABH62,0.0104
9-QCAA02,0.01193
12-ZMG102A,0.01047
15-HMAAAA35,0.01854
3-ZMG103A,0.0193
20-KABH63,0.01021
16-YCAA54,0.01264
5-QCAA94,0.0
10-ZMG086A,0.0
3-U3AA04,0.0
7-HMGAAA08,0.01
7-MDAAAA15,0.02836
4-HAGAAA15,0.3245
9-ZXG01,0.01067
2-ZMG085A,0.01231
5-MDGAAA07,0.135
13-ZMG102B,0.0121
6-ZMG044A,0.01226
3-QCAA74,0.01113
11-HMGAAA02,0.0
21-KABG32,0.009194
7-ZMG067B,0.01069
2-Q3AA08,0.06853
14-ZMG102C,0.007789
14-MUGAAA46,0.02887
1-QCAA40,0.006807
7-QCAE60,0.07855
3-MDGAAA18,0.01272
9-LABJ97,0.01158
17-KABG66,0.0
13-MUGAAA68,0.03832
14-ZTKL07B,0.01075
9-ZIL102A,0.02537
6-MYCAAA01,0.007582
13-ZTKL17A,0.0504
3-YCAB67,0.01141
15-KABF76,0.0
8-LABV93,0.06046
1-HMAAAA02,0.006499
18-KABH35,0.008841
16-ZTKL19A,0.03557
8-MDAAAA16,0.006354
2-MQGAAA71,0.01116
10-QHAA63,0.00905
4-QNAA01,0.01088
12-MUGAAA12,0.01116
11-QCAA59,0.009648
4-QCAE86,0.005335
2-MUGAAA56,0.009024
14-KABF69,0.01055
7-HMGAAA04,0.01329
15-MUAAAA11,0.01221
14-QCAF27,0.004421
16-MUGAAA65,0.008121
11-UHAA30,0.008677
13-KABF68,0.01427
8-QHAC16,0.3417
7-MQAAAA51,0.01998
12-ZTKL06B,0.01302
9-MUGAAA21,0.005893
10-ZIL103A,0.3646
6-ZNAB04A,0.01519
7-ZNAB06B,0.007726
8-ZNAB07B,0.006457
10-ZNAB02C,0.01294
9-ZNAB08B,0.01187
4-MQCAAA03,0.1769
5-ZMC040A,0.01787
14-HAGAAA04,0.08011
3-HAGAAA16,0.01156
10-MQGAAA01,0.4104
1-HAAA34,0.02035
6-ZMC079A,0.01291
15-HACAAA03,0.02731
7-ZMG013A,0.008424
16-HAAAAA17,0.01093
2-HAAA32,0.009235
5-ZMC072A,0.007565
6-ZTKL21A,0.008542
7-ZTKL22A,0.01332
13-ZNAB02B,0.0144
5-ZTKL20A,0.0898
8-ZNAB02A,0.01959
10-ZNAB05A,0.006511
4-ZTKL13B,0.01378
3-ZTKL08B,0.01032
1-MDBAAA11,0.01032
3-UCAA34,0.01323
6-ZTKL01A,0.07083
5-MDAAAA03,0.2376
5-MUGAAA42,0.008625
8-HACAAA01,0.03539
5-KABF22,0.008329
9-QCAA56,0.0157
4-QHAB51,0.04402
7-UCAA21,0.007313
4-MUGAAA10,0.01243
1-MDGAAA26,0.006793
2-HMAAAA13,0.007884
3-UHAA52,0.01249
8-KABB36,0.006385
11-MUGAAA53,0.01242
1-HMAAAA18,0.00641
2-ZTKL03A,0.01979
4-UCAA49,0.009721
8-ZTKL07A,0.03795
3-QCAB92,0.008048
6-QCAA27,0.01092
9-MUCAAA04,0.01077
10-UCAB01,0.05737
7-UCAA16,0.01225
2-UCAA22,0.01282
8-UCAA31,0.01194
5-ZTKL09A,0.04377
1-ZTKL02A,0.01153
